"Abandoned Camp","Abandoned Vehicle","Active Camp","Camp","Daily Activities","Individual","Matches Homeless/Encampment Filter","Mental Health Crisis","Neutral Presence","Transient Camp","Using Drugs","Vehicle","annotation_id","annotator","camp_sub","created_at","date","description","geometry","id","individual_sub","lead_time","overall","parent","record_id","updated_at","vehicle_sub"
False,False,False,True,False,False,True,False,False,False,False,False,21,"1","","2025-03-08T18:31:05.729832Z","2023-04-10 17:34:00+00:00","Homeless","POINT (-117.1533068 32.714726076935)",521,"",1.713,"Homeless","",14374,"2025-03-08T18:31:05.729860Z",""
False,False,False,True,False,False,True,False,False,False,False,False,22,"1","Active Camp","2025-03-08T18:31:11.653829Z","2020-12-21 11:10:00","Large homeless encampment- growing by the day","POINT (-117.146541894 32.7526165360001)",522,"",3.771,"Homeless","Camp",990,"2025-03-08T18:31:11.653857Z",""
False,False,False,True,False,False,True,False,False,False,False,False,23,"1","","2025-03-08T18:31:32.676994Z","2023-12-17 23:51:00+00:00","At the very end of the alley between Albatross Street and Florence Elementary School/Front Street. Encampment is against fence at the end, partially obstructed by a utility box, almost impeding entry/exit from apartments.","POINT (-117.1656023 32.7490882642567)",523,"",18.966,"Homeless","Camp",63923,"2025-03-08T18:31:32.677017Z",""
False,False,False,True,False,False,True,False,False,False,False,False,24,"1","","2025-03-08T18:32:15.576648Z","2023-05-21 10:39:00+00:00","Homeless encampment","POINT (-117.1574666 32.7141545623067)",524,"",2.423,"Homeless","Camp",21877,"2025-03-08T18:32:15.576672Z",""
False,False,False,True,False,False,True,False,False,False,False,False,25,"1","","2025-03-08T18:32:21.617802Z","2021-05-21 17:12:00","Encampment","POINT (-117.248655555 32.754676411)",525,"",3.889,"Homeless","Camp",14113,"2025-03-08T18:32:21.617843Z",""
False,False,False,True,False,False,True,False,False,False,False,False,26,"1","","2025-03-08T18:32:25.248489Z","2023-12-11 23:13:00+00:00","homeless andaz","POINT (-117.1587941 32.7138553)",526,"",1.618,"Homeless","",62556,"2025-03-08T18:32:25.248514Z",""
False,False,False,True,False,False,True,False,True,False,False,False,27,"1","","2025-03-08T18:32:57.483279Z","2020-08-25 08:45:00","Homeless keep dumping their trash an sleeping","POINT (-117.1444352 32.7532186)",527,"Neutral Presence",29.607,"Homeless","Individual",17286,"2025-03-08T18:32:57.483333Z",""
False,False,False,True,False,False,True,False,False,False,False,False,28,"1","","2025-03-08T18:33:03.870285Z","2023-02-06 19:46:00+00:00","Encampment","POINT (-117.1482242 32.7121191418117)",528,"",4.322,"Homeless","Camp",5996,"2025-03-08T18:33:03.870310Z",""
False,False,False,True,False,False,True,False,False,False,False,False,29,"1","Active Camp","2025-03-08T18:33:23.565692Z","2022-11-12 15:37:00","Homeless camp increaseing daily.  One of theshomeless men broke into my property threatening me and then returning to these camps.","POINT (-117.1465519 32.7075283)",529,"",12.722,"Homeless","Camp",51190,"2025-03-08T18:33:23.565721Z",""
False,False,False,True,False,False,True,False,False,False,False,False,30,"1","","2025-03-08T18:33:28.157891Z","2022-10-08 23:24:00","Encampment","POINT (-117.122543491 32.750022863)",530,"",2.605,"Homeless","Camp",46317,"2025-03-08T18:33:28.157973Z",""
False,False,False,True,False,False,True,False,False,False,False,False,31,"1","Active Camp","2025-03-08T18:33:36.433077Z","2023-01-25 22:33:00+00:00","Homeless Encampments are back and quickly multiplying!","POINT (-117.1499322 32.7136267284713)",531,"",3.917,"Homeless","Camp",3079,"2025-03-08T18:33:36.433100Z",""
False,False,False,True,False,False,True,False,False,False,False,False,32,"1","Active Camp","2025-03-08T18:33:43.601248Z","2022-04-23 09:02:00","Enlarging encampment - encroaching driveway entrance","POINT (-117.079575192 32.7498001280001)",532,"",5.083,"Homeless","Camp",16027,"2025-03-08T18:33:43.601279Z",""
False,False,False,True,False,False,True,False,False,False,False,False,33,"1","","2025-03-08T18:33:48.433438Z","2022-11-10 07:20:00","Homeless encampment","POINT (-117.159287982 32.7229818160001)",533,"",2.452,"Homeless","Camp",50180,"2025-03-08T18:33:48.433485Z",""
False,False,False,True,False,False,True,False,False,False,False,False,34,"1","","2025-03-08T18:33:59.538891Z","2020-08-20 12:09:00","Homeless encampment","POINT (-117.225640001 32.8440767060001)",534,"",9.249,"Homeless","Camp",17364,"2025-03-08T18:33:59.538922Z",""
False,False,False,True,False,False,True,False,False,False,False,False,35,"1","","2025-03-08T18:34:08.530356Z","2023-05-16 11:59:00+00:00","Encampment","POINT (-117.1573751 32.7141989718266)",535,"",3.696,"Homeless","Camp",20443,"2025-03-08T18:34:08.530381Z",""
False,False,False,True,False,False,True,False,False,False,False,False,36,"1","","2025-03-08T18:34:40.515652Z","2023-01-11 20:03:00+00:00","Homeless blocking entire sidewalk, wheelchairs from our residents cannot get by","POINT (-117.1579513 32.7147144825441)",536,"",12.79,"Homeless","",1682,"2025-03-08T18:34:40.515676Z",""
False,False,False,True,False,False,True,False,False,False,False,False,37,"1","","2025-03-08T18:34:45.273132Z","2023-12-18 02:53:00+00:00","Encampment on the sidewalk.","POINT (-117.1519559 32.7105608962503)",537,"",2.748,"Homeless","Camp",63939,"2025-03-08T18:34:45.273163Z",""
False,False,False,True,False,False,True,False,False,False,False,False,38,"1","","2025-03-08T18:34:49.832414Z","2023-11-12 07:50:00+00:00","Encampents on 8th Street","POINT (-117.1573103 32.7152484)",538,"",2.318,"Homeless","Camp",56338,"2025-03-08T18:34:49.832542Z",""
False,False,True,True,False,False,True,False,False,False,False,False,39,"1","Active Camp","2025-03-08T18:34:59.666470Z","2023-08-06 16:46:00+00:00","Encampment originally reported as GID #04315990 still exists and is starting to spread up the canyon.  Adding some additional pictures that were taken on 8/6/2023.  This is an active encampment that was inhabited when these pictures were taken.","POINT (-117.1007746 32.7592556192979)",539,"",7.159,"Homeless","Camp",36624,"2025-03-08T18:34:59.666492Z",""
False,False,False,True,False,False,True,False,False,False,True,False,40,"1","","2025-03-08T18:35:21.664242Z","2023-08-14 21:13:00+00:00","Tent setup on ground by 11th and Park, drug use is apparent","POINT (-117.1538601 32.708301552887)",540,"Using Drugs",19.934,"Homeless","Camp",38843,"2025-03-08T18:35:21.664263Z",""
False,False,False,True,False,False,True,False,False,False,False,False,41,"1","","2025-03-08T18:35:34.484629Z","2023-02-08 20:34:00+00:00","Homeless encampment in canyon behind Jehovah's church - 3rd time reporting this","POINT (-117.0882048 32.7350123552036)",541,"",10.186,"Homeless","Camp",5279,"2025-03-08T18:35:34.484652Z",""
False,False,False,True,False,False,True,False,False,False,True,False,42,"1","","2025-03-08T18:36:13.727486Z","2023-12-02 22:35:00+00:00","Homeless encampment blocking sidewalk, drug use","POINT (-117.1517739 32.7083963907377)",542,"Using Drugs",36.906,"Homeless","Camp",60448,"2025-03-08T18:36:13.727510Z",""
False,False,False,True,False,False,True,False,False,False,False,False,43,"1","","2025-03-08T18:38:21.920208Z","2020-09-14 16:58:00","Back alley encampment","POINT (-117.1638133 32.74928887)",543,"",125.967,"Homeless","Camp",19188,"2025-03-08T18:38:21.920242Z",""
False,False,False,True,False,False,True,False,False,False,False,False,44,"1","Active Camp","2025-03-08T18:38:29.009157Z","2022-05-31 16:12:00","Large encampment - trash and harassment","POINT (-117.145062229 32.7342783330001)",544,"",4.83,"Homeless","Camp",22168,"2025-03-08T18:38:29.009180Z",""
False,False,False,True,False,False,True,False,False,False,False,False,45,"1","Active Camp","2025-03-08T18:38:47.896261Z","2022-06-30 06:30:00","Multiple large encampments blocking the throughway access on the MLK bike path Counting 8 separate encampments  spanning 100 yards blocking an entire lane with some stretching into the other lane. With Large amounts of debris scattered throughout. Two en","POINT (-117.162829489 32.7084970670001)",545,"",16.804,"Homeless","Camp",29580,"2025-03-08T18:38:47.896285Z",""
False,False,False,True,False,False,True,False,False,False,False,False,46,"1","","2025-03-08T18:38:54.011133Z","2022-04-15 14:20:00","Homeless encampment blocking public sidewalk","POINT (-117.15790737 32.713578725)",546,"",4.296,"Homeless","Camp",16565,"2025-03-08T18:38:54.011158Z",""
False,False,False,True,False,False,True,False,False,False,False,False,47,"1","","2025-03-08T18:38:59.704807Z","2021-12-16 08:34:00","Encampment impeding sidewalk access","POINT (-117.157367533 32.7160618130001)",547,"",2.41,"Homeless","Camp",1049,"2025-03-08T18:38:59.704830Z",""
False,False,False,True,False,False,True,False,False,False,False,False,48,"1","","2025-03-08T18:39:04.914437Z","2023-03-26 14:39:00+00:00","Encampment impeding sidewalk","POINT (-117.1496825 32.7127291156915)",548,"",2.523,"Homeless","Camp",12647,"2025-03-08T18:39:04.914462Z",""
False,False,False,True,False,False,True,False,False,False,False,False,49,"1","","2025-03-08T18:39:23.773287Z","2023-11-06 15:59:00+00:00","Homeless encampment","POINT (-117.1519976 32.7063901485697)",549,"",3.84,"Homeless","Camp",55824,"2025-03-08T18:39:23.773309Z",""
False,False,False,True,False,False,True,False,False,False,False,False,50,"1","","2025-03-08T18:39:29.434373Z","2022-01-26 15:05:00","Homeless encampment between famousa slough and the 8 eastbound freeway.","POINT (-117.228553444 32.7563993360001)",550,"",3.505,"Homeless","Camp",5866,"2025-03-08T18:39:29.434397Z",""
False,False,False,True,False,False,True,False,False,False,False,False,51,"1","","2025-03-08T18:39:34.203465Z","2021-06-29 09:47:00","ENCAMPMENT FIRE ///// RP IS SDFD ///// NO CONTACT NEEDED...","POINT (-117.204339392 32.757832255)",551,"",2.497,"Homeless","Camp",18395,"2025-03-08T18:39:34.203492Z",""
False,False,False,True,True,False,True,False,False,False,False,False,52,"1","Active Camp","2025-03-08T18:40:10.533243Z","2021-11-30 12:54:00","Homeless people camp and mess all around our business. They camp, talk and fight - not safety while we'r doing business./","POINT (-117.149156369 32.708562409)",552,"",13.317,"Homeless","Camp",285,"2025-03-08T18:40:10.533269Z",""
True,True,False,True,False,False,True,False,False,False,False,False,53,"1","Abandoned Camp","2025-03-08T18:40:22.733669Z","2022-06-11 15:55:00","Encampment abandoned on a state owned parking lot. Located on the NE corner of State and A st. with signs posted stating NO trespassing and NO Camping a a relatively large encampment 10x9? taking up 90 square feet","POINT (-117.166330866 32.718912807)",553,"",10.045,"Homeless","Camp",24741,"2025-03-08T18:40:22.733696Z",""
False,False,False,True,False,False,True,False,False,False,True,False,54,"1","","2025-03-08T18:40:32.282581Z","2020-11-27 03:29:00","Homeless chop shop for bikes drug use trash everywhere. Off of the 163 Offramp under the Warwick apartments north side and above the Scripps lower parking lot","POINT (-117.159274178 32.7503667710001)",554,"Using Drugs",7.56,"Homeless","Camp",24675,"2025-03-08T18:40:32.282622Z",""
False,False,False,True,False,False,True,False,False,False,False,False,55,"1","","2025-03-08T18:40:42.807292Z","2022-03-10 07:50:00","Illegal encampments next to children?s playground","POINT (-117.15868758 32.7397757960001)",555,"",4.127,"Homeless","Camp",11401,"2025-03-08T18:40:42.807318Z",""
False,False,False,True,False,False,True,False,False,False,False,False,56,"1","","2025-03-08T18:40:53.528892Z","2022-12-27 13:53:00","Homeless encampment building back up again on Park Blvd. Please clear this mess before it gets out of hand again.","POINT (-117.153825344 32.7151635060001)",556,"",8.577,"Homeless","Camp",55911,"2025-03-08T18:40:53.528917Z",""
False,False,False,True,False,False,True,False,False,False,False,False,57,"1","","2025-03-08T18:40:59.964827Z","2022-12-18 09:31:00","Homeless encampment","POINT (-117.158239703 32.714417634)",557,"",2.88,"Homeless","Camp",55362,"2025-03-08T18:40:59.964876Z",""
False,False,False,True,False,False,True,False,False,False,False,False,58,"1","","2025-03-08T18:41:07.422072Z","2022-10-22 14:20:00","Homeless encampment blocking public sidewalk access","POINT (-117.158132158 32.7136871120001)",558,"",3.829,"Homeless","Camp",49005,"2025-03-08T18:41:07.422097Z",""
False,False,False,True,False,False,True,False,False,False,False,False,59,"1","","2025-03-08T18:41:12.124707Z","2023-11-12 21:53:00+00:00","Encampments","POINT (-117.1494201 32.706483774849)",559,"",2.548,"Homeless","Camp",56637,"2025-03-08T18:41:12.124733Z",""
False,False,False,True,False,False,True,False,False,False,False,False,60,"1","","2025-03-08T18:41:57.272415Z","2021-12-09 13:35:00","Homeless encampment in the canyon.  There was a fire in encampment-it has been extinguished.  RP is SDFD.","POINT (-117.1474488 32.7401956)",560,"",42.6,"Homeless","Camp",34839,"2025-03-08T18:41:57.272440Z",""
False,False,False,True,False,True,True,False,False,False,False,False,61,"1","Active Camp","2025-03-08T18:42:48.654438Z","2020-11-13 11:46:00","This is suppose to be a city dog park. Vagrants have taken over the park turning it into their own encampment. Citizens clean the area every day. Today a homeless individual set fire to the trash. Area needs to be closed off to the public permanently.","POINT (-117.156350661 32.748266401)",561,"",48.885,"Homeless","Camp",23061,"2025-03-08T18:42:48.654462Z",""
False,False,False,True,False,False,True,False,False,False,False,False,62,"1","","2025-03-08T18:42:56.114080Z","2022-10-30 15:45:00","Homeless encampment possible fire hazard","POINT (-117.222408839 32.8052366950001)",562,"",5.214,"Homeless","Camp",49743,"2025-03-08T18:42:56.114105Z",""
False,False,False,True,False,False,True,False,False,False,False,False,63,"1","","2025-03-08T18:43:13.131189Z","2023-08-18 15:42:00+00:00","Homeless passed out blocking sidewalk with their bodies","POINT (-117.1520303 32.7148667134378)",563,"Neutral Presence",13.77,"Homeless","Individual",39836,"2025-03-08T18:43:13.131217Z",""
False,False,True,True,False,False,True,False,False,False,False,False,64,"1","","2025-03-08T18:43:25.228221Z","2023-08-05 23:27:00+00:00","Multiple tents set up on 8th Avenue between F St and E St","POINT (-117.1574135 32.7141052215781)",564,"",9.802,"Homeless","Camp",36590,"2025-03-08T18:43:25.228248Z",""
False,False,False,True,False,False,True,False,False,False,False,False,65,"1","","2025-03-08T18:43:31.243699Z","2020-11-30 12:04:00","Dangerous encampment in narrow City of Dan Diego parking lot","POINT (-117.192526761 32.74667686)",565,"",3.413,"Homeless","Camp",25162,"2025-03-08T18:43:31.243758Z",""
False,False,False,True,False,False,True,False,False,True,False,False,66,"1","Transient Camp","2025-03-08T18:43:37.161542Z","2022-01-11 08:58:00","Transient encampment","POINT (-117.251349665 32.796702936)",566,"",3.432,"Homeless","Camp",3282,"2025-03-08T18:43:37.161565Z",""
False,False,False,True,False,False,True,False,False,False,False,False,67,"1","","2025-03-08T18:43:43.203016Z","2022-06-22 13:32:00","Encampment","POINT (-117.086806744 32.757127354)",567,"",3.578,"Homeless","Camp",26992,"2025-03-08T18:43:43.203044Z",""
False,False,False,True,False,False,True,False,False,False,False,False,68,"1","","2025-03-08T18:43:48.042756Z","2023-09-25 21:12:00+00:00","Encampments","POINT (-117.1504241 32.7086046264832)",568,"",2.654,"Homeless","Camp",47350,"2025-03-08T18:43:48.042782Z",""
False,False,False,True,False,True,True,False,True,False,False,False,69,"1","","2025-03-08T18:43:58.337702Z","2022-05-30 16:22:00","This homeless woman has been sitting here on the sidewalk for days","POINT (-117.0689305 32.760405)",569,"Neutral Presence",7.609,"Homeless","Individual",23881,"2025-03-08T18:43:58.337728Z",""
False,False,False,True,True,False,True,False,True,False,False,False,70,"1","Transient Camp","2025-03-08T18:44:40.211795Z","2023-11-10 00:21:00+00:00","I?m writing to express serious concern about the increasing number of homeless individuals camping on sidewalks and even in the street in our neighborhood. The camps frequently move a short distance each day, creating instability and potential hazards.  This situation poses safety and sanitation issues for residents. I request immediate attention to provide support for those in need while ensuring community safety. A collaborative effort is crucial for a positive and sustainable resolution.","POINT (-117.2086578 32.749375480867)",570,"",38.913,"Homeless","Camp",55779,"2025-03-08T18:44:40.211822Z",""
True,True,False,True,False,False,True,False,False,False,False,False,71,"1","Abandoned Camp","2025-03-08T18:44:47.371761Z","2021-09-06 13:49:00","Abandoned burned encampment","POINT (-117.150458579 32.723894535)",571,"",4.626,"Homeless","Camp",26066,"2025-03-08T18:44:47.371790Z",""
False,False,False,True,False,False,True,False,False,False,False,False,72,"1","","2025-03-08T18:44:53.497290Z","2021-06-16 14:32:00","Encampment","POINT (-117.195865116 32.758083033)",572,"",2.38,"Homeless","Camp",16593,"2025-03-08T18:44:53.497323Z",""
False,False,False,True,False,False,True,False,False,False,False,False,73,"1","","2025-03-08T18:45:26.783998Z","2021-02-20 12:47:00","Camp with water line connected to park faucet.","POINT (-117.158935331 32.7273991660001)",573,"",30.454,"Homeless","Camp",5170,"2025-03-08T18:45:26.784025Z",""
False,False,False,True,False,False,True,False,True,False,False,False,74,"1","Active Camp","2025-03-08T18:45:45.353271Z","2023-09-18 20:25:00+00:00","homeless (african american gentlmen)  has built a camp in front of the parks restrooms. Unsafe- Schools very near!","POINT (-117.0911258 32.6996946428823)",574,"",15.828,"Homeless","Camp",45728,"2025-03-08T18:45:45.353337Z",""
False,False,False,True,False,False,True,False,False,False,True,False,75,"1","Active Camp","2025-03-08T18:45:57.783444Z","2022-07-31 21:22:00","Homeless encampment, blocking the sidewalk, doing drugs, one started yelling at me and my dog as we tried to pass in the street","POINT (-117.167410813 32.7270302420001)",575,"Using Drugs",9.465,"Homeless","Camp",34178,"2025-03-08T18:45:57.783471Z",""
False,True,False,True,False,False,True,False,False,False,False,True,76,"1","","2025-03-08T18:46:35.142270Z","2022-04-13 14:36:00","Our customer is scared because Homeless left trailer , broken car , shopping car , trash , at parking lot for a month","POINT (-117.1338425 32.7707955000001)",576,"",35.559,"Homeless","Vehicle",17522,"2025-03-08T18:46:35.142295Z","Abandoned Vehicle"
False,False,False,True,False,False,True,False,False,False,False,False,77,"1","","2025-03-08T18:46:40.964499Z","2023-02-04 17:46:00+00:00","Homeless encampment","POINT (-117.1024182 32.7269076376731)",577,"",2.237,"Homeless","Camp",5039,"2025-03-08T18:46:40.964522Z",""
False,False,False,True,True,False,True,False,False,True,False,False,78,"1","","2025-03-08T18:47:17.155267Z","2020-11-02 23:16:00","Homeless gal from Lindbergh Park has moved her shopping carts to the top of Cosmo st.  Sprawled out blocking sidewalk.","POINT (-117.16584139 32.8201127400001)",578,"Daily Activities",32.207,"Homeless","Individual",23067,"2025-03-08T18:47:17.155291Z",""
True,True,False,True,False,False,True,False,False,False,False,False,79,"1","Abandoned Camp","2025-03-08T18:47:28.080853Z","2023-09-28 21:57:00+00:00","Abandoned encampment c and 11","POINT (-117.1548472 32.7169616666666)",579,"",8.469,"Homeless","Camp",47277,"2025-03-08T18:47:28.080878Z",""
False,False,False,True,True,False,True,False,False,False,True,False,80,"1","","2025-03-08T18:47:42.868530Z","2023-11-10 16:40:00+00:00","Public drug use/homeless. These individuals smoke a crack pipe all day. We have been reporting them all year. They just move from sidewalk to sidewalk.","POINT (-117.2087396 32.7493858677109)",580,"Using Drugs",10.926,"Homeless","Individual",56762,"2025-03-08T18:47:42.868564Z",""
False,False,False,True,False,False,True,True,False,False,True,False,81,"1","","2025-03-08T18:47:58.534319Z","2023-06-03 02:52:00+00:00","Drug Activity. Homeless Screaming At Pedestrians On Sidewalk. Sidewalk Littered With Human Feces And Trash. Police Have Come And Cleaned The Homeless Out On Several Occasions But They Always Return Almost A Couple Hours Later.","POINT (-117.0878854 32.7489728326948)",581,"Using Drugs",13.321,"Homeless","Individual",24961,"2025-03-08T18:47:58.534342Z",""
False,False,False,True,False,False,True,False,False,False,False,False,82,"1","","2025-03-08T18:48:03.765362Z","2023-06-09 16:10:00+00:00","Homeless camp along Nimitz","POINT (-117.2348168 32.7484190983726)",582,"",2.799,"Homeless","Camp",25621,"2025-03-08T18:48:03.765400Z",""
False,False,False,True,False,False,True,False,False,True,False,False,83,"1","","2025-03-08T18:48:34.656315Z","2022-06-26 15:44:00","Two homeless people have made the westernmost corner of W Street their evening and morning home?they are directly across from the Electra garage entrance/exit?they arrive in the evening and leave usually around Noon?we would hope they can be relocated?th","POINT (-117.16994781 32.715425054)",583,"Neutral Presence",25.107,"Homeless","Individual",28550,"2025-03-08T18:48:34.656339Z",""
False,False,False,True,False,False,True,False,False,False,True,False,84,"1","","2025-03-08T18:48:43.818566Z","2023-09-24 17:48:00+00:00","Homelessness drugs and bottles","POINT (-117.2526765 32.7499428528366)",584,"Using Drugs",6.483,"Homeless","Individual",46294,"2025-03-08T18:48:43.818589Z",""
False,False,False,True,False,False,True,False,False,False,False,False,85,"1","Active Camp","2025-03-08T18:48:51.328326Z","2021-10-04 18:44:00","Homeless camped inside parking lot under a tarp","POINT (-117.08436719 32.723399466)",585,"",5.163,"Homeless","Camp",28671,"2025-03-08T18:48:51.328350Z",""
False,False,False,True,False,False,True,False,False,False,False,False,86,"1","","2025-03-08T18:49:02.085064Z","2022-03-03 16:07:00","Homeless trespassing on easement with stolen shopping cart","POINT (-117.151325501 32.7479751270001)",586,"",8.352,"Homeless","Individual",11105,"2025-03-08T18:49:02.085115Z",""
