record_id,date,description,Matches Homeless/Encampment Filter,Camp,Vehicle,Individual,Active Camp,Abandoned Camp,Transient Camp,Abandoned Vehicle,Mental Health Crisis,Neutral Presence,Daily Activities,Using Drugs,geometry
41955,2022-09-07 23:32:00,"Homeless over several weeks F St, 7th St, 8th & E St  - feces, urine, trash, people sleeping on the sidewalk with tents, fighting and yelling. Our employees and guests find these areas disgusting and scary to walk during daylight hours yet alone evenings",True,True,False,False,False,False,False,False,False,True,True,False,POINT (-117.158301435 32.714232721)
18639,2023-05-01 14:03:00+00:00,"Encampment, blocking sidewalk",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1479138 32.711458752029)
140,2019-04-19 08:11:00,Encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.14896 32.7494159)
39798,2022-08-31 07:51:00,Homeless encampment fire.  Fire has been extinguished.  Rp is SDFD.,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.115762121 32.7163999750001)
30655,2023-07-06 14:35:00+00:00,Homeless encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.0600229 32.7365443167108)
23295,2022-05-23 20:10:00,Homeless encampment   Please clear asap before this gets completely out of hand  thank you,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.17955 32.738341667)
10776,2020-06-28 16:34:00,"There is an ongoing problem with the homeless living on Menlo Ave. just south of El Cajon. Their are several people living in their cars and on the sidewalks around the Vietnamese grocery store. There is trash everywhere, this is a constant issue.",True,True,False,False,True,False,False,False,False,True,False,False,POINT (-117.094365161 32.7551742740001)
21820,2020-10-20 11:24:00,Homeless Encampment at South shore Park in bathroom stall number four since 9:00 a.m. this morning,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.21850354 32.7641089200001)
13786,2022-03-19 07:22:00,Campers have returned,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.164419739 32.709376557)
45904,2023-09-17 21:14:00+00:00,Encampments,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1551656 32.7125576718094)
8713,2021-03-31 08:24:00,Drug/homeless encampment. Few transients smoking crack.,True,True,False,False,False,False,False,False,False,False,False,True,POINT (-117.211632393 32.753932997)
37917,2023-08-10 18:07:00+00:00,"There has been a family of four and others from time to time in our parking lot. We first saw them during the week of June 19th. They had a bad tire and said that as soon as they got it repaired, they would be leaving. They have told me a similar kind of story three more times since then. Latest was yesterday. They have a u-haul trailer filled with belongings and it keeps growing. There is another one or two people that have joined them. They have set up camp in a corner of our parking lot. That corner is filled with trash now. We have a preschool located in our building and we are concerned about the children.",True,True,False,False,True,False,False,False,False,False,False,False,POINT (-117.1313928 32.896153)
35763,2022-08-06 06:04:00,There has been a camper parked at the park for several weeks. There are at least two small children present .  They have been lighting open fires that are big enough to be visible from several hundred feet away. I am concerned about the children?s welfar,True,True,True,False,True,False,False,False,False,True,False,False,POINT (-117.112374043 32.7141568390001)
46663,2023-09-22 06:54:00+00:00,Encampment please offer shelter I've seen this person here moved several times so he must have been cited by now please help thank you,True,True,False,True,False,False,True,False,False,False,True,False,POINT (-117.0613858 32.7643327742827)
38945,2022-08-21 12:53:00,Encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.2280604 32.796591596)
44968,2022-10-05 08:47:00,Homeless encampment - marked with pink flagging,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.062583333 32.555683333)
24675,2021-08-27 12:48:00,Encampment and cart of stuff next to New Palace Hotel. Please relocate to shelter or out of the neighborhood. I believe this hotel has a no loitering sign posted.,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.160396715 32.724103681)
50251,2023-10-10 15:50:00+00:00,"Homeless encampment (at least 2 tents/tarps) adjacent to Southeast Corner of Parking Lot of Pilgrim Progressive Baptist Church, 4995 A St. SanDiego 92102",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.0872381 32.7182786365724)
41651,2023-08-28 11:05:00+00:00,Homeless encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1577342 32.7136362956666)
30140,2021-10-29 12:40:00,Homeless trailer on Rickert Road with garbage accumulating on street and sidewalk,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.127035186 32.9158309690001)
21674,2021-07-12 07:49:00,Encampments around unfinished comfort station.,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.159100135 32.7397830790001)
3384,2023-01-23 15:00:00+00:00,Homeless encampments,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1493778 32.7102229035236)
626,2023-01-06 17:32:00+00:00,"Two illegally inhabited vehicles ALWAYS parked in that parking lot with transients living IN THEM, gathering junk piles beside them, and using stolen bikes and drugs there!  For THREE MONTHS NOW!  Those transients host an all night bonfire every night on that beach behind the restroom. A few live on that beach in tents as well.",True,True,False,False,True,False,False,False,False,True,False,True,POINT (-117.2084298 32.7846117439256)
4827,2021-02-11 12:40:00,Encampment on lifeguard tower,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.25583667 32.7944716700001)
40678,2023-08-23 23:56:00+00:00,"Abandoned car.  Parked outside our house for almost 2 weeks.  It seems when the encampments and car camping were removed from National Ave and Commercial St, they moved a few blocks down onto Sigsbee St. This is a residential street.  At least down on National Ave they were in front of vacant lots.  Please help.",True,True,True,False,False,True,True,True,False,False,True,False,POINT (-117.1478153 32.7035669227001)
15166,2021-05-18 13:36:00,Homeless encampment- filthy,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.160191751 32.7234109990001)
22475,2022-05-25 12:53:00,Encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.060103007 32.765314184)
38310,2022-08-29 08:12:00,Encampments on private office property,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.215959359 32.7577026590001)
57446,2023-11-16 05:22:00+00:00,This is ridiculous. The homeless are destroying the front of my business/building @ 1000 Broadway Luckys Tattoo Parlor,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.155465 32.7158390178059)
39238,2022-08-23 18:46:00,Homeless encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.122399323 32.749389251)
2650,2022-01-14 10:03:00,Homeless tents on 14th from K St to Imperial,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.151873168 32.707361593)
33736,2023-07-25 23:43:00+00:00,Homeless,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.092668 32.5841905587247)
7394,2020-04-24 15:56:00,"Large group of homeless setting up camp next to Salva Adult Center. Tents, chopped bikes, shopping carts",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.060288 32.7535260000001)
32972,2023-07-19 15:50:00+00:00,Homeless,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1590059 32.7237675845333)
1626,2020-01-11 11:05:00,Active homeless encampments in Balboa Park with debris/trash. 6th Ave near Ivy,True,True,False,False,True,False,False,False,False,False,False,False,POINT (-117.159286167 32.7282250000001)
27024,2021-09-02 14:58:00,HOMELESS RV MOTORHOME CAMP HERE AGAIN SOMEONE PICKED THE SPOT TO MAKE THEMSELVES AT HOME FOR 2 WEEKS NOW,True,True,True,False,False,False,False,False,False,False,False,False,POINT (-117.125995256 32.773299224)
56774,2023-11-13 23:34:00+00:00,Encampments,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1581135 32.7135460068293)
24360,2022-06-04 10:45:00,Naked homeless man pants keep dropping 70th at and El Cajon Blvd,True,True,False,True,False,False,False,False,False,False,False,False,POINT (-117.047241667 32.7686166670001)
2245,2019-09-24 17:51:00,"Campsite in alley between First, Third, Robinson, and University",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.163345085 32.747056188)
25317,2022-06-08 07:28:00,Homless Camp blocking sidewalk B of A parking lot,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.05057094 32.7685554)
8096,2023-03-04 04:45:00+00:00,Homeless encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1585385 32.7103421655259)
50045,2023-10-13 17:51:00+00:00,Homeless encampment in roadway,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1519472 32.7064866666666)
13782,2022-03-23 14:34:00,People are camping right in front of the Gate at the center after we close and don't want to move making it difficult to let people in when we open and they are leaving all manner of trash behind that we have to clean sometimes before we can let people i,True,True,False,False,False,False,False,False,False,False,True,False,POINT (-117.1483048 32.7078311000001)
25640,2022-06-08 13:26:00,Transient camp,True,True,False,False,False,False,True,False,False,False,False,False,POINT (-117.120680045 32.786920556)
5567,2020-04-20 16:37:00,homeless living behind address creating lots of trash and debris,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.10566 32.69219)
20501,2020-10-09 09:51:00,Unattended property left by individuals who camped on the southside of G St. between 9th and 10th. Items have been here for more than a month,True,True,False,False,False,True,False,True,False,False,False,False,POINT (-117.155916039 32.712419964)
43133,2023-09-11 14:40:00+00:00,ONE BLOCK FROM SCHOOL Sidewalk was clear for less than two days. Completely blocked by homeless trash and structures,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1528065 32.7164277282846)
12080,2023-03-24 23:27:00+00:00,Do you think new york city would ever allow their big public library to look like a homeless camp. No they would not. They fact that our Central Library is  allowed to look like one is a travesty.,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.154098 32.7089954491289)
55762,2023-11-08 03:14:00+00:00,Encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1518376 32.7085237326391)
56753,2023-11-14 05:30:00+00:00,Anothet encampment with animals,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1574561 32.7159875544263)
29920,2022-06-28 13:48:00,Homeless encampment still remains in the same location. Multiple transient occupants also continue to roam the alley at odd hours of the night and early morning waking up my kids and my dog. They continue to bring trash and other random items to their en,True,True,False,False,False,False,True,False,False,False,False,False,POINT (-117.111653052 32.684946843)
27010,2023-06-21 21:41:00+00:00,"Encampments on 753 15th St San Diego, CA  92101 United States",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.150362 32.7131864929484)
27820,2023-06-21 18:26:00+00:00,"10th and 11th Aves. between Broadway and C St. blocked by tents and a couple people sitting on the sidewalk making it necessary to walk in the street. I use a walker (rollator) so it's twice as difficult. The only reason I complain is that I live at San Diego Square, 1055 9th Ave and should be able to enter the property from gates on 10th Ave as well as walking around the block to the main entrance.",True,True,False,False,False,False,False,False,False,True,True,False,POINT (-117.1555876 32.7165353769658)
24457,2021-08-25 13:12:00,homeless encampment fire.  RP is SDFD/ near tree,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.132971174 32.712057993)
24983,2022-06-07 17:33:00,Homeless/unsheltered,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.13072557 32.700109105)
6435,2022-02-04 14:54:00,Encampment in front of union bank,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.067891848 32.761192087)
37515,2022-08-10 14:25:00,homeless lady black refuses to leave our patio  of the restaurant she is harassing my customers and pedestrians,True,True,False,True,False,False,False,False,False,True,False,False,POINT (-117.1605508 32.7336723)
36250,2021-12-21 14:21:00,Homeless living in enclosed pop up on boardwalk,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.252708844 32.769053865)
23447,2023-05-26 20:44:00+00:00,Homeless Encampment inside broken fenced area,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1997945 32.7604955573034)
5715,2022-01-26 09:39:00,Homeless encampment with fire.  Fire has been extinguished.  RP is SDFD.  No better location provided.,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1847886 32.8423304)
6266,2023-02-15 12:44:00+00:00,"Encampments , 2nd street bridge, both sides North of Cedar",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1621513 32.7226348154364)
28359,2021-10-04 07:41:00,Encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.252926237 32.769471046)
24657,2020-11-26 14:06:00,Under bridge.  Homeless encampment fire.    Rp is sdfd.,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.114056982 32.788401687)
20936,2020-10-14 08:31:00,RV Encampment with sidewalk blocked,True,True,True,False,False,False,False,False,False,False,False,False,POINT (-117.22959582 32.7381952600001)
25160,2020-11-30 12:03:00,Reported issue on 11/20/2020 Report Number 03150199 was informed enforcement action was taken. Vehicle is still parked there and occupied nothing seemed to have changed in the past 10 days going on over three weeks of encampment in motorhome,True,True,True,False,True,False,False,False,False,False,False,False,POINT (-117.205548661 32.787091065)
10869,2022-03-06 12:04:00,Unofficial homeless outreach operated from car in No Parking zone.The car owner/driver has dumped a large number of items alongside the street and sidewalk. This also occurred on Thursday (March 3) and lasted for 5 hours. People are forced to stand in th,True,True,True,False,False,False,False,False,False,True,False,False,POINT (-117.153353984 32.708307415)
39581,2023-08-18 02:56:00+00:00,Please clear the three MASSIVE encampments that have occupied this neighborhood for the past year!!,True,True,False,False,True,False,False,False,False,False,False,False,POINT (-117.1525421 32.7147416452635)
30905,2022-07-06 12:46:00,Homeless encampment with fire.  Fire has been extinguished.  RP is SDFD.,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.104089148 32.7205431680001)
6577,2022-02-05 18:41:00,Homeless encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.164351111 32.7659128450001)
16414,2022-04-20 12:30:00,Large growing encampment blocking sidewalk. Police were called but still there.Drug usage as well,True,True,False,False,False,False,False,False,False,False,False,True,POINT (-117.059111201 32.7658961810001)
44325,2022-10-02 08:43:00,Encampment  please dint let this area turn into  an illegal slum    Please remove ASAP   Thank you,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.18083 32.740238333)
31678,2021-10-16 08:17:00,Encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.126103604 32.7481591750001)
54961,2023-11-04 02:37:00+00:00,Encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1507976 32.7311457246079)
53515,2022-11-23 08:01:00,"The homeless camp that it was set on the alley between imperial and commercial is getting bigger and worse. 2871 imperial avenue San Diego California 92102. They have all sore of bulky items, shopping cars and other items all over the alley. Is about 100",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.132319392 32.705893341)
447,2020-12-18 16:44:00,"Transient encampment with drugs, glass bottles, trash, etc. Has been here over a week .

Located in veterans park just south of the ocean beach lifeguard tower",True,True,False,False,False,False,True,False,False,False,False,True,POINT (-117.252491826 32.748956697)
17225,2023-04-30 11:26:00+00:00,Encampments,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1587695 32.7147763688422)
25709,2022-06-10 13:48:00,Homeless encampment blocking public sidewalk,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.158294427 32.7140944060001)
6805,2023-02-12 03:28:00+00:00,Vagrant encampment    Please remove and clear this area  please follow up for compliance   Thank you,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.179953 32.7400943424967)
32013,2023-07-18 14:25:00+00:00,Homeless encampment blocking sidewalk access,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.158052 32.7136752899936)
10636,2023-03-14 20:27:00+00:00,"Homeless sidewalk encampment on university side of CVS. 2 women with a bucket if urine and feces living here, deficating on sidewalk etc",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1258802 32.7484240403906)
11829,2023-03-17 23:00:00+00:00,Homeless,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.0901677 32.7500394204837)
1572,2021-12-21 13:48:00,Various people have started setting up their tents and leaving their property on the street. They are littering all over the area creating sanitary hazards.,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.156402952 32.7172936210001)
35794,2023-08-04 18:28:00+00:00,Homeless encampment with fire.  The fire has been extinguished.  RP is SDFD.,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1469259 32.7118876)
2752,2021-01-20 20:21:00,Homeless set camp in front of a business.,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.132353819 32.706272304)
54787,2023-10-31 05:31:00+00:00,Illegal encampments x5 request,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1556628 32.7655272131998)
41325,2023-08-28 17:06:00+00:00,Homeless behind the canal,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.06723 32.56698)
27046,2022-06-16 06:55:00,Homeless Camp 6875 El Cajon Blvd Salvation Army thrift Store,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.0499945 32.76852)
1074,2023-01-08 03:23:00+00:00,Trash and homeless man who won?t leave the beach,True,True,False,True,False,False,False,False,False,False,False,False,POINT (-117.2530253 32.7477789812157)
31909,2021-10-21 07:33:00,Tent camping directly across from school entrance,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.161210771 32.72300076)
46726,2023-09-21 17:36:00+00:00,Encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.0874355 32.751274808554)
16848,2020-08-28 08:15:00,Naked Homeless Black guy sleeping in the MTS Trolley parking lot on friars road at the under East side Morena boulevard bridge can you please send Homeless Outreach team go over to do well being check them out and being reported by homeless advocate. I w,True,True,False,True,False,False,False,False,False,True,False,False,POINT (-117.197759 32.76301979)
52913,2023-10-20 00:27:00+00:00,This homeless is out of control. I paid $3000 in rent not to see homeless people please have these homeless people removed. They wake me up at three in the morning every morning shouting,True,True,False,False,False,False,False,False,True,False,False,False,POINT (-117.151981 32.7086441675217)
22852,2022-05-27 12:25:00,"Homeless encampment in alley next to garage at 4033 Van Dyke Ave San Diego, CA 92105",True,True,True,False,False,False,False,False,False,False,False,False,POINT (-117.102879487 32.7503157)
28524,2022-06-23 16:30:00,homeless encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.156708482 32.7469509060001)
24100,2021-08-22 08:07:00,Homeless person sleeping in middle of sidewalk,True,True,False,True,False,False,False,False,False,True,False,False,POINT (-117.163489759 32.8198828270001)
3018,2023-01-25 18:17:00+00:00,Homeless,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.0997451 32.7927946277551)
33037,2021-11-15 10:37:00,Homeless encampment on Ace and Streamview,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.078433391 32.743043834)
27031,2022-06-16 06:49:00,Homeless Feces and wiping materials left behind in alley Behind 7-11 El Cajon Blvd,True,True,False,False,False,True,False,True,False,False,False,False,POINT (-117.0472555 32.768125)
6592,2023-02-15 16:00:00+00:00,The van has been parked there a month.It never moves.I believe a homeless person lives in it.Hes probably the one who goes thru the san carlos library trash can looking for stuff.,True,True,True,True,False,False,False,False,False,False,True,False,POINT (-117.0392075 32.8029291)
13523,2022-03-18 12:18:00,Aragon and university homeless camp growing again,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.054513316 32.754465671)
18736,2021-07-08 13:43:00,"Homeless encampment in bushes and junk piling up on street next to encampment. Lots of homeless coming and going from encampment everyday, they appear to be dropping stuff off and building stuff that is then brought down into canyon.",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.065026636 32.7665852390001)
9195,2021-04-05 08:58:00,Homeless encampent located underneath I-5 bridge on the south east corner,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.045583337 32.5512808290001)
25932,2022-06-10 18:22:00,Park and ride behind the community is starting to fill with homeless vehicles.  Rummaging through cars and camping in the parking lot.,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.0217841 32.5736876)
15809,2023-04-18 18:20:00+00:00,"Customers cannot enter the mall due to homeless luggage and music, which hinders business./",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.0679857 32.7606622)
27201,2022-06-14 10:35:00,"Homeless are cutting fences, leaving garbage, shopping carts, feces.",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.157541 32.831618)
24315,2020-12-06 14:44:00,"Standing in my patio looking west, through the broken fence into the trash receptacle area, you can see bins along with the bedding, food, and belongings of a homeless man.  This is the 4th report of this issue. Prior reports are 03151862, 03152381, 0315",True,True,False,True,False,False,False,False,False,True,False,False,POINT (-117.250983666 32.7725652720001)
7643,2023-02-20 22:19:00+00:00,Homeless,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1489157 32.7032896832123)
6558,2023-02-16 14:21:00+00:00,Homeless are trashing the area.,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1582423 32.714519326039)
13392,2023-04-06 05:54:00+00:00,Homeless sleeping on the east side terrace at Marston House   Balboa Park   City Property,True,True,False,False,False,False,False,False,False,True,False,False,POINT (-117.1577698 32.7416871204725)
2757,2019-10-31 11:42:00,Previous report: #02779305 - Original tent encampment is now a dump.  Check out new photos.  Can this clean up be expedited?  This area is next to the street and sidewalk used by local families,True,True,False,False,True,False,False,False,False,False,False,False,POINT (-117.1267281 32.7640099000001)
9222,2020-06-03 15:04:00,"Encampments.  Chronic! Biohazard public health and Safety issues! Community spread, please help!",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.201259 32.75528)
39269,2023-08-22 15:04:00+00:00,Large homeless encampment next to school? why aren?t there no-camping signs and police enforcement at these encampments by the school?,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1526267 32.7147022119118)
28028,2022-07-03 14:08:00,Homeless outreach,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.153954762 32.711258575)
10390,2023-03-14 16:48:00+00:00,Homeless living in fire sprinkler room. Life safety hazard,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1223364 32.762911703646)
32556,2022-07-17 19:57:00,Vagrant camp,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.112650499 32.7805315630001)
84,2020-01-20 21:44:00,Homeless person camping behind 3356 Towser Street in the alley off Sandrock. She used to be near the gas station but the gas station built an enclosure so it appears she's moved further SE. leaving trash and food and supplies. May or may not be using res,True,True,False,True,True,False,True,False,False,False,True,False,POINT (-117.139055999 32.8038147070001)
39338,2023-08-22 17:49:00+00:00,Homeless Encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1083872 32.7533042585663)
48308,2022-10-21 09:33:00,Trash from homeless,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.12291263 32.7504588040001)
2024,2023-01-18 16:01:00+00:00,Homeless blo king entire sidewalk and have a shopping cart with a propane tank in it on the street,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1584345 32.7136752497487)
26881,2021-09-02 09:43:00,HOMELESS ENCAMPMENT AND DISPENSARY,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.24675632 32.75219006)
58974,2023-11-20 03:03:00+00:00,Outside of property people are camped out,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1589196 32.7138671)
29490,2022-06-25 09:15:00,There is a large group of homeless people who are blocking the sidewalk and trying to fight people walking by we need help getting rid of them please,True,True,False,False,False,False,False,False,False,False,True,False,POINT (-117.156622661 32.714982596)
25738,2023-06-11 19:22:00+00:00,Camp,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1581119 32.7374220833734)
63464,2023-12-16 20:06:00+00:00,Entire block covered in tents? WHERE ARE THE NO CAMPING SIGNS?? WHY DOES THE CITY REFUSE TO ENFORCE LAWS HERE?,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.153632 32.7147994932263)
26191,2020-12-26 09:28:00,Transient encampment by electrical box on eastbound side of Twain Avenue.   Multiple shopping carts and transient activities in the middle of the night.,True,True,False,False,False,False,True,False,False,False,False,False,POINT (-117.09747819 32.7847344200001)
33874,2022-07-28 06:25:00,"OCCUPIED ILLEGAL TENTS ENCAMPMENT on beach there for 2 MONTHS!  Accumulating more tents daily, growing junk piles and with many stolen bikes. Transients LIVE THERE in tents and old van for 2 MONTHS!   Man in old van gets upset screams at walkers by who t",True,True,True,True,True,False,False,False,True,False,True,False,POINT (-117.209086902 32.7844268370001)
50226,2022-11-10 10:35:00,"Idiot homeless/druggie hanging out on the concrete divider between bike lane and 5th Avenue. Looks SO BAD FOR SAN DIEGO!!! GET HIM GONE!! Heavy traffic area; tourists, cars, dog walkers, locals this is ridiculous and right on 5th Avenue and Upas...RIGHT",True,True,False,False,False,False,False,False,False,False,True,True,POINT (-117.160410918 32.740891312)
46790,2022-10-11 18:06:00,Tent in park,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.080461502 32.941763425)
7866,2021-03-03 01:45:00,"Encampment next to utility box on 54th St southbound lane, just north of Vien Dong store entrance. This is north of University Ave.",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.07961711 32.7501404860001)
33751,2021-11-22 13:33:00,homeless encampment with fire.  Fire has been extinguished.  RP is SDFD/behind childrens camp area,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1594294 32.740818)
26508,2020-12-18 13:39:00,Multiple homeless and vendors fighting over homeless encampments. There is cussing and screaming,True,True,False,False,False,False,False,False,True,False,False,False,POINT (-117.160997667 32.712933591)
7508,2023-02-20 05:23:00+00:00,Homeless encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1146633 32.755763021778)
54634,2023-11-02 12:20:00+00:00,Time to move the tents again on 7th and E Street they starting to spread out more please come and move them thank you,True,True,False,False,False,False,False,False,False,False,True,False,POINT (-117.1584053 32.714372)
32756,2023-07-19 18:29:00+00:00,Homeless blocking right of way,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.161223 32.7230391916292)
4911,2022-01-19 09:40:00,Encampment /Prostitution,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.15984642 32.8212417500001)
5066,2022-01-23 07:08:00,"Vagrants camping in the park  one on ground, two inside bathrooms , which are disgustingly filthy and a health hazard , another two by the bench nearby  the health department  is delinquent in not assessing the bathrooms",True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.158855937 32.733356191)
29062,2022-06-29 11:51:00,"Open air drug scene. Multiple drug addicts camped out on the sidewalk. I have seen drug addicts in this location holding sticks, pipes, and screwdrivers, taking their pants off and on in plain view, inexplicably stacking bicycle parts and heavy metals, s",True,True,False,False,False,False,False,False,False,False,False,True,POINT (-117.162958271 32.7226327440001)
16933,2023-04-22 23:26:00+00:00,Encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1573805 32.713755)
37802,2022-08-16 10:30:00,There is a woman camped out in front of the Wells Fargo bank on the south side of El Cajon Blvd.  She appears to have mobility issues.  On the weekend I saw a elementary aged child with her also asleep on the sidewalk. Perhaps he attends school nearby.,True,True,False,True,False,False,False,False,False,False,False,False,POINT (-117.0631805 32.7633955000001)
21810,2021-07-12 09:33:00,ENCAMPMENT FIRE/// RP IS SDFD /// NO CONTACT NEEDED....,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.2566816 32.7258860000001)
21536,2023-05-20 22:24:00+00:00,Encampments,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1493684 32.7077413674183)
35420,2023-08-02 13:39:00+00:00,On island betwee 14th and 13th multiple homeless encampment been there for months leaving trash everywhere need to be relocated,True,True,False,False,False,False,True,False,False,False,False,False,POINT (-117.1525568 32.7105183180252)
26734,2021-09-10 06:45:00,Encampments at fire pits,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.252383865 32.753446038)
53220,2022-11-22 13:13:00,Homeless encampment with fire.  The fire has been extinguished.  RP is SDFD.,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1518497 32.7053641)
55061,2022-12-12 11:01:00,Homeless trespassing,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.160379067 32.7231396070001)
30143,2023-07-08 00:30:00+00:00,Large homeless encampment along entire block,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1537442 32.7155555103969)
53628,2023-10-28 14:40:00+00:00,Encampment,True,True,False,False,False,False,False,False,False,False,False,False,POINT (-117.1582425 32.7109002601184)
