date,description,Camp,geometry
2021-03-17,"Multiple encampments blocking sidewalk access. Camping houses, tarps and carts./",True,POINT (-117.149125 32.71068)
2021-03-17,"1455 Abandoned encampment on southeast corner of 6th & G street, inside the Double Standards restaurant patio area .",True,POINT (-117.159055899 32.7124851890001)
2021-03-17,Small encampment in front of closed business at 719 8th ave.,True,POINT (-117.1571831 32.7128722)
2021-03-17,Growing encampment. Swapping stolen bikes. Drinking. Open drug use. Needles.,True,POINT (-117.254894421 32.793568797)
2021-03-17,Camp in draining area by exit from 8 and sunset cliffs goes over river,True,POINT (-117.235121199 32.7556486600001)
2021-03-17,Homeless setting camp on the alley. Two days ago the police came and clear the alley and they homeless are back today.,True,POINT (-117.132568203 32.705900066)
2021-03-17,A homeless man is living in the storefront of the building on the corner and he keeps a shopping cart piled high with stuff on the public sidewalk. This is a health and safety problem as well as a neighborhood nuisance.,True,POINT (-117.171324502 32.749976145)
2021-03-17,"There is a man who has built an encampment in the alcove of the entrance to the North Park Library. He's in his 20s-30s, seems with it but down on his luck and in need of help. Requesting PERT come speak with him.",True,POINT (-117.12691383 32.74720333)
2021-03-17,Homeless encampment fire.rp is sdfd,True,POINT (-117.146813795 32.7087113640001)
2021-03-17,Homeless encampment.  Rp is sdfd,True,POINT (-117.033989355 32.5444337500001)
2021-03-17,Homeless encampment fire.  Rp is sdfd,True,POINT (-117.252744958 32.7480117580001)
2021-03-17,Homeless encampment.   Rp is sdfd,True,POINT (-117.084102742 32.7181057270001)
2021-03-17,Homeless encampment fire. Rp is sdfd,True,POINT (-117.09259361 32.5839165620001)
2021-03-17,Homeless encampment fire under the trolley behind complex.   Rp is sdfd,True,POINT (-117.113511823 32.785626463)
2021-03-17,Homeless encampment fire near perry's Cafe.  Rp is sdfd,True,POINT (-117.20160462 32.755918029)
2021-03-17,Homeless encampment fire under the bridge. Rp is sdfd,True,POINT (-117.140244059 32.713074949)
2021-03-17,". the location is between island and market on 7th Ave. on the sidewalk. Every day there is a younger guy who is selling something, and now there is a small encampment there of multiple tarps. These people all urinate or defecate on, or around our buildi",True,POINT (-117.158253677 32.711083048)
2021-03-17,Homeless encampment fire.   Rp is sdfd,True,POINT (-117.079189606 32.74502406)
2021-03-17,Homeless encampment fire harbor and Sigsbee.rp is sdfd,True,POINT (-117.150204442 32.699803549)
2021-03-17,Homeless encampment fire.  Rp is sdfd,True,POINT (-117.220283188 32.8151483070001)
2021-03-17,Homeless encampment fire. Rp is sdfd,True,POINT (-117.207997665 32.762992164)
2021-03-17,Homeless encampment fire near freeway wb 8 east of mission bay drive.  Rp is sdfd,True,POINT (-117.22183954 32.7576675830001)
2021-03-17,Homeless encampment fire. Rp is sdfd,True,POINT (-117.146893926 32.7116757360001)
2021-03-17,Homeless encampment fire.   Rp is sdfd,True,POINT (-117.148387246 32.7141122140001)
2021-03-17,Homeless encampment fire. Rp is sdfd,True,POINT (-117.148577683 32.7051772900001)
2021-03-17,Homeless encampment fire. Rp is sdfd,True,POINT (-117.162479907 32.7711505450001)
2021-03-17,Homeless encampment fire near 3036.  Rp is sdfd,True,POINT (-117.129822671 32.755303633)
2021-03-17,Homeless encampment fire behind jome at 4439.  Rp is sdfd,True,POINT (-117.132439166 32.757990422)
2021-03-17,"HEY TODD GLORIA & JEN CAMPBELL...As much TOT money that PB/MB generates for the city, you would think police would actually respond and enforce the law for open drug dealing and using, chopping of stolen bikes and defecating and urinating in public?! Sin",True,POINT (-117.254910449 32.79359752)
2021-03-17,Typical PB encampment full of criminals. I love having to walk into the street to get around these people every day.,True,POINT (-117.254814173 32.7936284890001)
2021-03-17,Homeless encampment fire near freeway.  Rp is sdfd,True,POINT (-117.147596665 32.7061150590001)
2021-03-17,Encampment with several people.,True,POINT (-117.254881 32.79352714)
2021-03-17,"The California Plaza in front of the Museum of Us is continuously festooned with Human vomit, Human urine and Human feces. In addition to a man (camped in arch ways) that often masturbates in plain sight of children. Everyday there is a new pile of somet",True,POINT (-117.1510158 32.73106)
2021-03-17,Homeless encampment fire near freeway.   Rp is sdfd,True,POINT (-117.0356654 32.5823955430001)
2021-03-17,Homeless encampment fire in canyon.  Rp is sdfd,True,POINT (-117.152574845 32.7877945610001)
2021-03-17,Same class A motor home just camping in Birdland and moving a couple street over whenever a complaint is filed. They cook and clean around 1am. License Plates are Washington AIU7645,True,POINT (-117.15693617 32.79062)
2021-03-17,Homeless encampment fire.   Rp is sdfd,True,POINT (-117.201175131 32.7683158620001)
2021-03-17,Homeless encampment fire.rp is sdfd,True,POINT (-117.202477008 32.76654368)
2021-03-17,Homeless encampment fire 100 elm.  Rp is sdfd,True,POINT (-117.163584307 32.724247835)
2021-03-17,Homeless encampment fire nb 15 south of 94.  Rp is sdfd,True,POINT (-117.117582746 32.713201328)
2021-03-17,Homeless encampment fire sb 805 south of Clairemont mesa Blvd. Rp is sdfd,True,POINT (-117.167971395 32.8299371050001)
2021-03-17,"Encampment blocking sidewalk access, drugged ireatic behavior and a woman with a thigh length machete on her belt. Police were here this morning, no change, has grown larger, the Beach cottages have an active LOA on file.",True,POINT (-117.25475159 32.7936054900001)
2021-03-17,Homeless encampment fire.   Rp is sdfd,True,POINT (-117.194586955 32.7288709900001)
2021-03-17,Homeless encampment fire.  Rp is sdfd,True,POINT (-117.094701156 32.756472364)
2021-03-17,Homeless encampment fire sb 15 at Market.  Rp is sdfd,True,POINT (-117.120074183 32.7124546150001)
2021-03-17,Homeless encampment fire.rp is sdfd,True,POINT (-117.100081667 32.780164831)
2021-03-17,"Lots of trash and belongings scattered on either side of 60th st at El Cajon Blvd. one of the people
Who camp here broke into my truck and was seen casing other cars/pulling handles (already reposted to police)",True,POINT (-117.068390218 32.760493452)
2021-03-17,Growing encampment with several bikes/miscellaneous items littered everywhere.,True,POINT (-117.254923834 32.793530403)
2021-03-17,"Tent city has been established under the overpass. Sidewalk completely impassable. Trash, unsanitary conditions.",True,POINT (-117.147678846 32.716822795)
2021-03-17,Bug Encampment and crazy man screaming. Send PERT please. Chop shop too,True,POINT (-117.25518833 32.79360833)
2021-03-17,Encampment behind gravestones in Pioneer Park. This is the 4th time this individual has started an encampment at this location since December. Previous camps were addressed (thank you!).,True,POINT (-117.176717522 32.7484935790001)
2021-03-17,Several transients impeding sidewalk access with their belongings and tents on the north west corner of the intersection at 8th ave and F st. (In front of the Salvation Army),True,POINT (-117.157871594 32.713709908)
2021-03-17,Several transients impeding sidewalk access with their belongings and tents on the north east corner located at the intersection of 8th ave and F st. (Salvation Army),True,POINT (-117.158047646 32.7136925290001)
2021-03-17,"The parking lot across from the Bahia Hotel in Mission Beach  has become an RV camping lot. I don't consider RVs that cost 10 s of thousands of $ from out of state people homeless , disadvantaged. They are gaming the system because they know our City wil",True,POINT (-117.249454407 32.7608905550001)
2021-03-17,3 groups of transients camping and impeding sidewalk access with their belongings at the intersection of 7th ave between Market st and Island ave.,True,POINT (-117.158226879 32.710985091)
2021-03-17,Lots oh homeless lots of trash. I could drop 25 more pins in surrounding area. Every public restroom in the area is foul.,True,POINT (-117.2545987 32.7936782)
2021-03-17,Homeless people camped out in alley for almost a week now. They seem to all come and go from this apartment complex as one person seems to be helping them all out...very unsafe. Constant Flux of homeless at all hours of day hanging around. Please come an,True,POINT (-117.22109891 32.80355819)
2021-03-17,Many people camping out. They are wandering around our back gate and turning our power off. A car just drove up and delivered something and took off.,True,POINT (-117.230429733 32.8018518540001)
2021-03-18,Homeless encampment fire near freeway. Rp is sdfd,True,POINT (-117.146929465 32.7063435750001)
2021-03-18,Homeless encampment fire.  Rp is sdfd,True,POINT (-117.204629146 32.7551290970001)
2021-03-18,Homeless encampment fire near freeway.  Rp is sdfd,True,POINT (-117.113523893 32.7414096430001)
2021-03-18,Homeless encampment fire 5173.  Rp is sdfd,True,POINT (-117.083913311 32.74890847)
2021-03-18,Homeless encampment fire north of market.  Rp is sdfd,True,POINT (-117.123166099 32.71188562)
2021-03-18,2025 palm Ave homeless encampment fire. Rp is sdfd,True,POINT (-117.08813075 32.5840233490001)
2021-03-18,Homeless encampment fire.   Under freeway.  Rp is sdfd,True,POINT (-117.145223916 32.7034365800001)
2021-03-18,Homeless encampment fire under bridge.  Rp is sdfd,True,POINT (-117.148372158 32.71270258)
2021-03-18,Illegal camp set up at the bathroom in front of lifeguard Tower at the end of Grand Avenue,True,POINT (-117.25604248 32.79445267)
2021-03-18,Illegal homeless camp set up on property behind Dave's Hot Chicken. John Reeves is the head of this camp. He is a longtime neighborhood nuisance,True,POINT (-117.25133479 32.7970098000001)
2021-03-18,I submitted a get it down request on this encampment last week and no one has come out yet. The transients camp has progressed since then to not just blankets and shopping carts but now there's an entire canopy tent set up. Pedestrians no longer have acc,True,POINT (-117.094355418 32.749910598)
2021-03-18,Extra Large Encampment,True,POINT (-117.15667783 32.714705)
2021-03-18,Please give us our peace and sanity back and evict this large homeless camp. They come back every day and we call EVERY DAY ON THEM. Property owners around here don't approve of homeless taking over theirs properties,True,POINT (-117.068401644 32.7603993760001)
2021-03-18,Homeless encampment behind common paws on 9th ave along the west side of SR-163 freeway right of way between Washington and University. I am concerned about trash falling into the roadway and causing an accident.,True,POINT (-117.155865325 32.74896432)
2021-03-18,Encampment located west of SR-163 freeway right of way between University and Robinson. This area seems to be getting to be a larger set up.,True,POINT (-117.156279437 32.7480383650001)
2021-03-18,Encampment,True,POINT (-117.06563942 32.7619819700001)
2021-03-18,Homeless encampment fire. Rp is sdfd,True,POINT (-117.146835253 32.711850075)
2021-03-18,Illegal campers comfortable enough to throw a bbq and party,True,POINT (-117.245689828 32.760784447)
2021-03-18,Homeless encampment fire.  Rp is sdfd,True,POINT (-117.16381833 32.722099062)
2021-03-18,Homeless encampment fire near freeway. Rp is sdfd,True,POINT (-117.183591239 32.7426228310001)
2021-03-18,Homeless encampment fire near rose creek cottage.rp is sdfd,True,POINT (-117.223085091 32.804778705)
2021-03-18,Homeless encampment fire behind home depot.rp is sdfd.  East side of park.,True,POINT (-117.092700899 32.586199455)
2021-03-18,Homeless encampment fire in park pit playground. Rp is sdfd,True,POINT (-117.178051807 32.781685587)
2021-03-18,Homeless encampment fire near ditch by intersection.  Rp is sdfd,True,POINT (-117.049212903 32.7122086250001)
2021-03-18,"I removed a large amount of debris from an abandoned homeless encampment?

This is at the bottom of the west Shepherd Canyon across from Vons at the Tierra Center shopping plaza.

There is a service road to the bottom of the canyon. The entrance has a me",True,POINT (-117.107208129 32.8294354400001)
2021-03-18,Homeless encampment fire near on ramp.  Rp is sdfd,True,POINT (-117.119763382 32.711352165)
2021-03-18,Homeless encampment fire near Nw tip of park.  Rp is sdfd,True,POINT (-117.210552804 32.80780723)
2021-03-18,Homeless encampment fire.  Rp is sdfd.   Near freeway interchange ramp.,True,POINT (-117.106190063 32.717816312)
2021-03-18,Homeless encampment fire. Rp is sdfd,True,POINT (-117.148250453 32.713628704)
2021-03-18,Homeless man sleeping at the business after hours defecating and pissing on the sidewalk within 20 feet of a coffee shop. I understand mission beach is San Diego?s biggest eyesore but this is disgusting. 2nd time reporting this and I shouldn?t have to do,True,POINT (-117.2500703 32.7722493000001)
2021-03-18,Homeless encampment fire near bathroom.  In canyon.  Rp is sdfd,True,POINT (-117.189520262 32.7579258550001)
2021-03-18,Homeless encampment fire behind home. Rp is sdfd,True,POINT (-117.147057541 32.703447865)
2021-03-18,Homeless encampment fire near freeway nb 5 South of dairy mart rd.  Rp is sdfd,True,POINT (-117.05811616 32.556722758)
2021-03-18,Homeless encampment fire end of street in vacant lot .rp is sdfd,True,POINT (-117.118446752 32.7096265270001)
2021-03-18,"Large Encampment, bulky items.",True,POINT (-117.1573195 32.7128633300001)
2021-03-18,Large Encampment,True,POINT (-117.1573195 32.7128633300001)
2021-03-18,Homeless encampment fire behind oreilly auto parts at 4550.  Rp is sdfd,True,POINT (-117.034825534 32.5472450180001)
2021-03-18,Homeless encampment fire behind sleepy hollow apts at 4149 6th.  Rp is sdfd,True,POINT (-117.158581316 32.7506099440001)
2021-03-18,Homeless encampment near Cafe virtuoso.  Rp is npd email,True,POINT (-117.149962373 32.704093371)
2021-03-18,Thomas and Mission.  Abandoned camp.  Trash debris and human waste blocking the sidewalk,True,POINT (-117.25494839 32.7935496900001)
2021-03-18,"The homeless encampment with blue tents is back the day after they were kicked out, only hours after they were kicked out actually. There is already a ton of garbage around, they are blocking the sidewalk in front of my business.",True,POINT (-117.14889988 32.70835731)
2021-03-18,Huge mess of an encampment on sidewalk corner of jewel and garnet,True,POINT (-117.239275659 32.8010785810001)
2021-03-18,Encampment on handicapped space behind building,True,POINT (-117.046265415 32.766556699)
2021-03-18,Homeless encampment with trash laying everywhere.,True,POINT (-117.254783855 32.7935663760001)
2021-03-18,Trash left behind by drug-using homeless people,True,POINT (-117.2550929 32.7935674400001)
2021-03-18,757 Thomas Ave. Disgusting illegal dumping in abandoned encampment,True,POINT (-117.255106297 32.79355932)
2021-03-18,This overnight campers been here for days with his vehicle sitting up on a jack.,True,POINT (-117.246336155 32.760104528)
2021-03-18,"There has been a number or people gathering in the encampment on 60th and El Cajon blvd. A lot of trash, bikes carts etc. they have been barbecuing on the sidewalk. This is an ADA compliant issue for someone in a wheel chair.",True,POINT (-117.068352905 32.760470561)
2021-03-18,Homeless located behind the caltran wall just around the corner 8876 24 hour fitness,True,POINT (-117.0064094 32.8052115)
2021-03-18,We usually would have police move them along & clean up their mess but they have been here over 3 weeks now.  It's time for them to find another place to camp & not leave their trash/human waste.  I think there is 2 male adults but not sure about an anim,True,POINT (-117.1375167 32.6930278)
2021-03-18,Abandoned encampment,True,POINT (-117.149172082 32.7107658730001)
2021-03-18,Homeless men behind neighbor home8970 fergusonway next to the caltranwall,True,POINT (-117.006327 32.8051293)
2021-03-18,Please make it clear that this street is not a campground/ toilet,True,POINT (-117.155271874 32.7158556910001)
2021-03-18,Encampment clean up,True,POINT (-117.15808444 32.7190729800001)
2021-03-18,Construction sit encampment clean up,True,POINT (-117.1580898 32.71908426)
2021-03-18,Homeless individual continues to trespass in preschool despite numerous warnings.  He breaks into the play area and uses substances.,True,POINT (-117.103430761 32.69772264)
2021-03-18,"Encampment on both sides of the street, trash all over the sidewalk, sidewalk is blocked.",True,POINT (-117.107191612 32.7555280550001)
2021-03-18,Encampment,True,POINT (-117.1231876 32.7486575)
2021-03-18,Encampment - SDGE transformer area. Just west of 1660 on West border of property. Located on the sidewalk and transformer area. On the north side of Hotel Circle North.,True,POINT (-117.17966728 32.759695901)
2021-03-18,cherokee neighborhood park homeless encampment. hasn't moved in a week.,True,POINT (-117.1123957 32.7471756)
2021-03-18,"Transients camping on MLK Bike path South side of Gaslamp Hilton, individuals blocking access with property leaving property unattended, need removal from environmental services and San Diego police",True,POINT (-117.161534969 32.7078301810001)
2021-03-18,Abandoned homeless encampment.,True,POINT (-117.2548702 32.7934593000001)
2021-03-18,"I am reporting that there have been a lot of camps and tents on 14th Street and national.
The sidewalk is being blocked. A wheelchair can't get by. There is a lot of illegal drug use in the area. They are defecating all over the streets",True,POINT (-117.151934072 32.7055730060001)
2021-03-18,"I am reporting that there are a couple of tents on k street by 14 street.
The transients have been there for a long time.
They are using illegal drugs in the area.
They are defecating on the streets.
They are blocking sidewalk access",True,POINT (-117.151910268 32.7084207010001)
2021-03-18,"There are about 10/15+ homeless individuals on each corner of 6oth and El Cajon and spreading onto El Cajon Blvd. There are blankets, carts, two tents, tarps, and clothing/bicycles. I witnessed two men fighting yesterday, I live a few blocks away on Este",True,POINT (-117.068264183 32.7605768)
2021-03-18,"Encampment behind store in back of store, in the back of pick parking lot by goodwill pick up",True,POINT (-117.118122738 32.918124557)
2021-03-18,"Homeless encampment on third between Ash n Beech East side, transients camping on city property blocking access with belongings, need removal from environmental services and San Diego police",True,POINT (-117.161967137 32.7201201390001)
2021-03-18,Multiple people living under tent/canopy,True,POINT (-117.137529951 32.692644344)
2021-03-18,"Transients camping near 345 Ash leaving property unattended during the day, Ash between State n union south side, need removal from environmental services",True,POINT (-117.166248674 32.719840095)
2021-03-18,Abandoned encampment that's been there for months,True,POINT (-117.16165833 32.7078583300001)
2021-03-18,Large encampments blocking sidewalk access with tents and lots of belongings on 14th between Imperial and National. Drug activity and drinking in public takes place throughout the entire day.,True,POINT (-117.15194717 32.7055166700001)
2021-03-18,"Active campsite, one person, possibly Kathleen Door",True,POINT (-117.235318589 32.7495166360001)
2021-03-18,Chronic encampments a biohazard with trash. At Perry's cafe on rosecrans and pacific highway,True,POINT (-117.201286 32.75546)
2021-03-18,Active encampment verified by City Ranger,True,POINT (-117.1417913 32.7001173)
2021-03-18,Encampment with carts and personal belongings blocking sidewalk access.,True,POINT (-117.158241417 32.7106783840001)
2021-03-18,Encampments growing again. A biohazard and non compliant. In front of the old Powr 1 store. Please help!,True,POINT (-117.207655 32.753044)
2021-03-18,Growing chronic encampments.  This one next to chili's at sporta arena. Biohazardous trash and illicit activities. Please help!,True,POINT (-117.209209 32.753352)
2021-03-18,So we continue to have this homeless problem in the alley behind the apartment complex. The police already got rid of one but now there?s another guys living behind the dumpster so you can?t see him if you drive by. I have him on video dumping human fece,True,POINT (-117.113766763 32.7522885650001)
2021-03-18,Encampment in empty storefront. Loudly segueing day and night,True,POINT (-117.162874322 32.748310632)
2021-03-18,So we continue to have this homeless problem in the alley behind the apartment complex. The police already got rid of one but now there?s another guys living behind the dumpster so you can?t see him if you drive by. I have him on video dumping human fece,True,POINT (-117.11377615 32.752282925)
2021-03-18,Encampment still here.,True,POINT (-117.209525 32.75325)
2021-03-18,"Tents, stolen bikes, etc, drug activity",True,POINT (-117.236381056 32.7776434990001)
2021-03-18,"1616 Abandoned encampment covered with a gray tarp, inside the Double Standards restaurant patio area.",True,POINT (-117.159053863 32.71249204)
2021-03-23,Encampment with trash for over a week.,True,POINT (-117.0648108 32.7631138)
2021-03-23,Homeless camping out and trash strewn about,True,POINT (-117.209655294 32.747489838)
2021-03-28,"Multiple encampments on the MLK bike path, behind the Gaslamp Hilton Hotel .",True,POINT (-117.161764847 32.707903322)
2021-03-18,Very large active encampment at the top of the I-15 embankment on the west side of the block wall.,True,POINT (-117.108256455 32.7486140600001)
2021-03-28,Large encampment on the north side of F between 8th & 9th.,True,POINT (-117.156994731 32.713742149)
2021-03-28,Large encampment on the north side of F between 7th & 8th.,True,POINT (-117.157842373 32.713709447)
2021-03-23,About 50 feet down the embankment west of the Private residence between end of private residential properties and 163 northbound lanes. Multiple transient encampments have been built. Most likely will be state property as they are located to the rear of,True,POINT (-117.157135523 32.7528851430001)
2021-03-23,Homeless been  there 4 days please remove,True,POINT (-117.059543 32.7661019700001)
2021-03-28,"Numerous transients camping in and outside the restrooms, blocking access.",True,POINT (-117.175757764 32.7270134450001)
2021-03-18,Encampment on sidewalk,True,POINT (-117.239160687 32.800735198)
2021-03-28,Encampment and lots of trash underneath 15 freeway behind the parking lot of the Rancho Mission Villas. Lots of trash and multiple tents. Peoples cars have been getting broken into by the people who live on these encampments.,True,POINT (-117.113203328 32.78186487)
2021-03-23,Illegal encampment across the street from skate park.,True,POINT (-117.17191927 32.79288876)
2021-03-18,Large tent pitched for days,True,POINT (-117.058927489 32.7663406820001)
2021-04-01,Encampment Next to Curie Elementary School,True,POINT (-117.203727644 32.8548622390001)
2021-03-28,An encampment behind the fence on the freeway hill of about 5 people,True,POINT (-117.124413079 32.7521863150001)
2021-03-28,Abandoned encampment impeding sidewalk access NW corner of 16th and K St. Address 320 16th St.,True,POINT (-117.149458297 32.7087452700001)
2021-03-28,"Homeless encampment, drug use, fighting, blocking the right away. Illegal dumping",True,POINT (-117.098105863 32.754935178)
2021-03-28,There have been tents encamped in the foot path between the rail tracks in front of the conference center for over a week now,True,POINT (-117.162181998 32.708104427)
2021-03-28,Homeless Man camped out in the alley behind Jack in the Box,True,POINT (-117.0918967 32.755145)
2021-03-28,National has people camped out on both sides of the street./,True,POINT (-117.153475 32.7059533)
2021-03-28,Homeless person sleeping in private parking spot for townhome,True,POINT (-117.25242 32.780155)
2021-03-28,"Hello, there's an encampment set up at 3170 Fourth Ave with a tent, trash, etc.",True,POINT (-117.161479611 32.7384272080001)
2021-03-28,Homeless encampment by playground with lewd activity in view of children,True,POINT (-117.156568178 32.7230927200001)
2021-03-28,Encampment on public sidewalk NE corner University / Boundary,True,POINT (-117.12312962 32.7485429710001)
2021-03-28,"Encampments taking up entire sidewalk on 1st Ave bridge near Elm. Tents plus furniture, rugs, potted plants. Please remove all.",True,POINT (-117.163893853 32.723963215)
2021-03-28,"A huge encampment of multiple aggressive tweakers. We have reported this issue yet SDPD hasn't done anything to fix the problem and just drives by. There is a hole in the fence where they break into and live. They scream, do drugs in the open and break i",True,POINT (-117.138161486 32.712738598)
2021-03-28,"Encampment, trash everywhere",True,POINT (-117.10713554 32.7554612500001)
2021-03-28,Along creek behind community garden. Male and female red tent.,True,POINT (-117.08151743 32.74358277)
2021-03-28,Abandoned encampment on Island and 15th NW Corner,True,POINT (-117.150427487 32.710498343)
2021-03-28,"Homeless encampment, 3 tents",True,POINT (-117.2002117 32.7605443)
2021-03-28,Encampment forming in the alley behind building at 5070 El Canjo Blvd,True,POINT (-117.0852692 32.7573798)
2021-03-28,There's 3 homeless people camping at this location they even have sofa  and they almost taking half of Alley.,True,POINT (-117.100360792 32.751083157)
2021-03-28,About 5 or 6 large camps on Park Blvd . Near K st.,True,POINT (-117.15381 32.70852066)
2021-03-28,Alley between highlands and 45th  iiligal camping  trash everywhere  please help,True,POINT (-117.09805358 32.7548885800001)
2021-03-28,Encampment blocking walking path in middle of Wightman St in front of Chase ATM this is between vehicles. Folks are trashing the are.,True,POINT (-117.09915698 32.7478056300001)
2021-03-28,"Large encampments that are impeding sidewalk access. Individuals smoking illegal substance, and drinking in public.",True,POINT (-117.148626771 32.7104010890001)
2021-03-28,"Large encampments that are impeding sidewalk access. Individuals smoking illegal substance, and drinking in public.",True,POINT (-117.14898479 32.7083273210001)
2021-03-28,"Large encampments that are impeding sidewalk access. Individuals smoking illegal substance, and drinking in public.",True,POINT (-117.151837105 32.7052459930001)
2021-03-28,"Large encampments that are impeding sidewalk access. Individuals smoking illegal substance, and drinking in public.",True,POINT (-117.152104383 32.705649399)
2021-03-28,"Large encampments that are impeding sidewalk access. Individuals smoking illegal substance, and drinking in public.",True,POINT (-117.15698472 32.714733686)
2021-03-28,Persisting homeless camp in the alley,True,POINT (-117.099949066 32.7510669500001)
2021-03-28,"2206 Balboa Ave abandoned building Encampment debris, trash, bikes ,several people living in abandoned Private property",True,POINT (-117.229463209 32.8014029490001)
2021-03-28,A person or persons have set up a camp in the alley between 51st and altadena.  They are right at where cars and trash trucks turn in making it difficult to navigate.,True,POINT (-117.085227892 32.757544478)
2021-03-28,Sidewalk along Park is blocked off by tents & people sleeping on the sidewalk,True,POINT (-117.153745 32.7087068000001)
2021-03-28,"There's a large RV that has been parked on our street for well over 72 hours. It's fairly clear that the owner is living in it. Further, at least one other neighbor reported this vehicle as well. The owner indicated that he has no intention of moving.",True,POINT (-117.244405188 32.7450994220001)
2021-03-28,Homeless loitering and threatening pedestrians.,True,POINT (-117.16711753 32.7238291190001)
2021-03-28,"Encampment blocking sidewalk access, tents, carts and other personal belongings.",True,POINT (-117.156947104 32.7136763070001)
2021-03-28,"Encampment blocking sidewalk access, tents, carts and other personal belongings.",True,POINT (-117.157829253 32.7136754910001)
2021-03-28,"Homeless individuals are once again camped near the shed and pod at the Ace Parking Lot on the corner of Grape and Kettner, spreading their trash and belongings, as well as drawing other individuals to the encampment.",True,POINT (-117.1703382 32.7251428000001)
2021-03-28,Homeless cooking heroin,True,POINT (-117.167503122 32.712558792)
2021-03-28,"There are almost a dozen people living in tents, dismantling bikes, leaving waste and refuse everywhere.",True,POINT (-117.147695538 32.717851266)
2021-03-28,2942 Imperial alley is very dirty. The encampment he made it for residents to drive through. The encampment is also blocking the fence of a renter.,True,POINT (-117.1307914 32.7065675000001)
2021-03-29,"Large homeless Camp / bicycle Chop Shop/ drug Haven on the sidewalks of Pacific Beach on hornblend at Mission Boulevard. Francis and Jerry Miller, both well known criminals in our neighborhood are running this spot",True,POINT (-117.25588226 32.79567719)
2021-03-29,Large homeless camp on the corner of Dawes and Garnet Avenue with lots of drug activity as well as public intoxication and drinking in public,True,POINT (-117.25014496 32.7975769)
2021-03-29,Encampment inside Tailgate Lot,True,POINT (-117.153391577 32.707429254)
2021-03-29,Transient camping,True,POINT (-117.175705293 32.72700917)
2021-03-29,Homeless encampment with drug use on hornblend and mission blvd,True,POINT (-117.255370499 32.7957433650001)
2021-03-29,Tent encampment on pedestrian right of way,True,POINT (-117.138171018 32.7142229070001)
2021-03-29,Transient camps and trash located on state property.,True,POINT (-117.0421124 32.5513688)
2021-03-29,Encampment on 9th in the old library.,True,POINT (-117.15637217 32.7147716700001)
2021-03-29,"Abandoned, beat-up 50' camper (CA CU 2701) jacked-up and parked behind black GMC Yukon (CA 8SPZ587). On public street for over two (2) weeks, without any movement. Appears unoccupied and abandoned).",True,POINT (-117.002002573 32.5710461890001)
2021-03-29,Transient camping - chronic problem .,True,POINT (-117.175026946 32.71171974)
2021-03-29,Homeless are back at it blocking sidewalks and the very limited street parking,True,POINT (-117.094396027 32.749942391)
2021-03-29,Homeless individual sleeping on stoop on north east side of goldfinch and Washington,True,POINT (-117.171316864 32.750015063)
2021-03-29,homeless encampment at Officer Jeremy Henwood Park in front of Annex,True,POINT (-117.10039984 32.74708458)
2021-03-29,"Hi there, there?s an encampment in front of 3170 Fourth Ave.. This is a recurring issue nearly every weekend, lots of trash, belongings, and more and more people which is concerning during Covid.",True,POINT (-117.161460558 32.738538625)
2021-03-29,Encampment,True,POINT (-117.151965964 32.7083250310001)
2021-03-29,Encampment,True,POINT (-117.117875667 32.7444368750001)
2021-03-29,Homeless encampment in right of way,True,POINT (-117.159352592 32.723612486)
2021-03-29,Tents and tarps blocking sidewalk completely. Trash everywhere.,True,POINT (-117.094355818 32.7499122880001)
2021-03-29,Homeless encampment on freeway overpass blocking sidewalk access,True,POINT (-117.163931533 32.723742612)
2021-03-29,Homeless camp,True,POINT (-117.058605614 32.766245358)
2021-03-29,Homeless camp,True,POINT (-117.058059722 32.766621167)
2021-03-29,Homeless camp,True,POINT (-117.058098663 32.7666280560001)
2021-03-29,Homeless camping everywhere inside the lot and they?re making a lot a mess and it?s not safe for other people,True,POINT (-117.084136823 32.7102025880001)
2021-03-29,"Homeless encampment on 6 th and G northwest side, backside of sugar factory theatre, individuals camping leaving property unattended on city sidewalk, need removal from environmental services",True,POINT (-117.159317695 32.7126530580001)
2021-03-29,Got a large unattended encampment on the sixth Avenue side of the Sugar factory movie theater which is also impeding the majority of the sidewalk access,True,POINT (-117.15924717 32.71278333)
2021-03-29,There is at least one person but I have seen up to 5 building an encampment around the old soccer stadium. At least one individual is aggressive and shouts profanity constantly.,True,POINT (-117.13497855 32.7551564500001)
2021-03-29,There have been two homeless men in the alley behind sunnies and Kid Wonder for weeks. I just witnessed one of them defecating in the alley. There are children present who attend Kid Wonder. Not a safe place to have people camped out and using the street,True,POINT (-117.2535868 32.7353451000001)
2021-03-29,homeleds encampment at cherokee neighborhood park,True,POINT (-117.1120874 32.7468742)
2021-03-29,"This tent is back. Blocking sidewalk for wheelchairs etc. Between I-5 & Cedar St, 6th Ave bridge.",True,POINT (-117.15925833 32.7232944400001)
2021-03-29,Homeless man continues to relieve himself in the alley behind the 4700 block of Point Loma Ave.  92107  behind business n residential,True,POINT (-117.253685407 32.7351525230001)
2021-03-29,Homless with tent sleeping and staying in front of unite office,True,POINT (-117.16030497 32.72568662)
2021-03-29,Encampment,True,POINT (-117.20397302 32.750742637)
